DeptCode,Year,Month,SaveOption,Amount,UpdateTime,UpdateUser
R12_04_LTN,2014,11,receive,2938730,26:18.1,D_DNS
R12_04_LTN,2015,12,receive,2897000,27:18.2,D_SSM
R12_04_LTN,2013,10,receive,2866930,37:41.8,D_DNS
R12_04_LTN,2014,2,receive,2846480,00:40.2,D_YYS
R12_04_LTN,2015,8,receive,2810582,18:09.1,D_SSM
R12_04_LTN,2015,2,receive,2809523,08:47.9,D_DNS
R12_04_LTN,2016,12,receive,2808929,07:48.5,D_MMA
R12_04_LTN,2014,2,receive,2800000,00:40.2,D_YYS
R12_04_LTN,2016,9,receive,2794930,15:23.9,D_MMA
R12_04_LTN,2015,11,receive,2792714,26:49.5,D_SSM
R12_04_LTN,2014,9,receive,2790000,07:55.5,D_DNS
R12_04_LTN,2016,5,receive,2699000,24:36.5,D_MMA
R12_04_LTN,2013,10,receive,2695500,37:41.8,D_DNS
R12_04_LTN,2013,10,receive,2611305,37:41.8,D_DNS
R12_04_LTN,2016,11,receive,2568286,59:41.9,D_MMA
R12_04_LTN,2014,9,receive,2555000,07:55.5,D_DNS
R12_04_LTN,2015,1,receive,2545238,38:28.3,D_DNS
R12_04_LTN,2017,2,receive,2544480,04:47.0,D_MMA
R12_04_LTN,2014,12,receive,2539571,01:22.6,D_DNS
R12_04_LTN,2015,1,receive,2520000,38:28.3,D_DNS
R12_04_LTN,2014,1,receive,2461928,14:04.3,D_DNS
R12_04_LTN,2015,3,receive,2460000,32:10.3,D_DNS
R12_04_LTN,2016,6,receive,2452670.45,26:23.7,D_MMA
R12_04_LTN,2016,6,receive,2452670.45,26:23.7,D_MMA
R12_04_LTN,2015,11,receive,2450000,26:49.5,D_SSM
R12_04_LTN,2016,8,receive,2419697,43:35.4,D_MMA
R12_04_LTN,2016,8,receive,2419697,43:35.4,D_MMA
R12_04_LTN,2014,2,receive,2401200,00:40.2,D_YYS
R12_04_LTN,2016,8,receive,2400000,43:35.4,D_MMA
R12_04_LTN,2015,9,receive,2400000,18:41.2,D_SSM
R12_04_LTN,2014,3,receive,2385238,24:56.8,D_DNS
R12_04_LTN,2014,7,receive,2373739,22:28.9,D_DNS
R12_04_LTN,2016,5,receive,2340000,24:36.5,D_MMA
R12_04_LTN,2014,2,receive,2305000,00:40.2,D_YYS
R12_04_LTN,2013,9,receive,2263138,37:22.8,D_DNS
R12_04_LTN,2017,1,receive,2217200,24:56.2,D_MMA
R12_04_LTN,2016,10,receive,2214259,59:46.8,D_MMA
R12_04_LTN,2016,7,receive,2210405,54:56.4,D_MMA
R12_04_LTN,2013,11,receive,2200000,38:07.6,D_DNS
R12_04_LTN,2015,2,receive,2200000,08:47.9,D_DNS
R12_04_LTN,2014,10,expense,2148086.02,26:19.7,D_DNS
R12_04_LTN,2015,10,receive,2135162,24:30.7,D_SSM
R12_04_LTN,2017,6,receive,2100000,54:05.4,D_EKTW
R12_04_LTN,2013,10,receive,2090596.01,37:41.8,D_DNS
R12_04_LTN,2015,8,receive,2073262,18:09.1,D_SSM
R12_04_LTN,2016,8,receive,2057143,43:35.4,D_MMA
R12_04_LTN,2014,7,receive,2056049.8,22:28.9,D_DNS
R12_04_LTN,2014,4,receive,2053500,15:12.3,D_DNS
R12_04_LTN,2015,8,receive,2040453,18:09.1,D_SSM
R12_04_LTN,2013,11,receive,2030885,38:07.6,D_DNS
R12_04_LTN,2015,9,receive,2030340,18:41.2,D_SSM
R12_04_LTN,2013,12,receive,2020373,35:15.5,D_DNS4
R12_04_LTN,2017,2,receive,2019472,04:47.0,D_MMA
R12_04_LTN,2014,6,expense,2013704.3,15:51.9,D_DNS
R12_04_LTN,2014,7,expense,2008500.51,22:28.9,D_DNS
R12_04_LTN,2014,11,receive,2003690,26:18.1,D_DNS
R12_04_LTN,2015,12,receive,2002464.83,27:18.2,D_SSM
R12_04_LTN,2016,9,receive,1999313,15:23.9,D_MMA
R12_04_LTN,2016,2,receive,1967000,28:13.5,D_SSM
R12_04_LTN,2015,2,receive,1959597,08:47.9,D_DNS
R12_04_LTN,2014,8,expense,1952516.13,25:22.8,D_DNS
R12_04_LTN,2014,10,receive,1941353,26:19.7,D_DNS
R12_04_LTN,2014,11,expense,1938000,26:18.1,D_DNS
R12_04_LTN,2015,1,expense,1938000,38:28.3,D_DNS
R12_04_LTN,2014,12,expense,1938000,01:22.6,D_DNS
R12_04_LTN,2015,2,expense,1938000,08:47.9,D_DNS
R12_04_LTN,2015,9,receive,1933191,18:41.2,D_SSM
R12_04_LTN,2014,10,receive,1926352,26:19.7,D_DNS
R12_04_LTN,2015,3,receive,1924000,32:10.3,D_DNS
R12_04_LTN,2017,1,receive,1911192,24:56.2,D_MMA
R12_04_LTN,2015,3,expense,1910516.13,32:10.3,D_DNS
R12_04_LTN,2016,12,receive,1910000,07:48.5,D_MMA
R12_04_LTN,2014,9,receive,1880476,07:55.5,D_DNS
R12_04_LTN,2016,1,receive,1872000,27:44.3,D_SSM
R12_04_LTN,2017,3,receive,1870000,40:54.9,D_MMA
R12_04_LTN,2016,3,receive,1868400,04:04.2,D_SSM
R12_04_LTN,2014,2,receive,1860168,00:40.2,D_YYS
R12_04_LTN,2015,2,receive,1850193,08:47.9,D_DNS
R12_04_LTN,2016,6,receive,1824262,26:23.7,D_MMA
R12_04_LTN,2015,10,receive,1820000,24:30.7,D_SSM
R12_04_LTN,2016,12,receive,1819900,07:48.5,D_MMA
R12_04_LTN,2014,5,expense,1812397.85,15:32.3,D_DNS
R12_04_LTN,2016,12,receive,1800000,07:48.5,D_MMA
R12_04_LTN,2014,9,expense,1798000,07:55.5,D_DNS
R12_04_LTN,2015,1,receive,1761648,38:28.3,D_DNS
R12_04_LTN,2014,4,expense,1760010.24,15:12.3,D_DNS
R12_04_LTN,2015,2,receive,1750181,08:47.9,D_DNS
R12_04_LTN,2016,10,receive,1750000,59:46.8,D_MMA
R12_04_LTN,2013,11,receive,1747200,38:07.6,D_DNS
R12_04_LTN,2015,1,receive,1745208,38:28.3,D_DNS
R12_04_LTN,2014,11,receive,1735714,26:18.1,D_DNS
R12_04_LTN,2015,9,receive,1734270,18:41.2,D_SSM
R12_04_LTN,2017,6,receive,1734270,54:05.4,D_EKTW
R12_04_LTN,2015,10,receive,1730500,24:30.7,D_SSM
R12_04_LTN,2015,2,receive,1730000,08:47.9,D_DNS
R12_04_LTN,2014,12,receive,1728096,01:22.6,D_DNS
R12_04_LTN,2015,10,receive,1709560.59,24:30.7,D_SSM
R12_04_LTN,2014,7,receive,1692000,22:28.9,D_DNS
R12_04_LTN,2014,1,receive,1690974.47,14:04.3,D_DNS
R12_04_LTN,2016,7,receive,1662857,54:56.4,D_MMA
R12_04_LTN,2017,4,receive,1651705,09:45.8,D_MMA
R12_04_LTN,2016,9,receive,1651352,15:23.9,D_MMA
R12_04_LTN,2014,10,receive,1640952,26:19.7,D_DNS
R12_04_LTN,2017,2,receive,1640000,04:47.0,D_MMA
R12_04_LTN,2016,8,receive,1630000,43:35.4,D_MMA
R12_04_LTN,2013,8,receive,1628000,31:53.2,D_DNS
R12_04_LTN,2016,11,receive,1600000,59:41.9,D_MMA
R12_04_LTN,2015,10,receive,1600000,24:30.7,D_SSM
R12_04_LTN,2017,4,receive,1600000,09:45.8,D_MMA
R12_04_LTN,2015,9,receive,1598352,18:41.2,D_SSM
R12_04_LTN,2015,9,receive,1582814,18:41.2,D_SSM
R12_04_LTN,2013,12,receive,1581707,35:15.5,D_DNS4
R12_04_LTN,2013,8,receive,1568000,31:53.2,D_DNS
R12_04_LTN,2014,5,receive,1567577.64,15:32.3,D_DNS
R12_04_LTN,2016,8,receive,1561600,43:35.4,D_MMA
R12_04_LTN,2015,12,receive,1560000,27:18.2,D_SSM
R12_04_LTN,2014,11,receive,1513540,26:18.1,D_DNS
R12_04_LTN,2015,6,receive,1500000,11:07.3,D_SSM
R12_04_LTN,2016,11,receive,1500000,59:41.9,D_MMA
R12_04_LTN,2016,1,receive,1493400,27:44.3,D_SSM
R12_04_LTN,2013,8,receive,1488063,31:53.2,D_DNS
R12_04_LTN,2016,2,receive,1483143,28:13.5,D_SSM
R12_04_LTN,2013,12,receive,1467659.38,35:15.5,D_DNS4
R12_04_LTN,2015,11,receive,1458000,26:49.5,D_SSM
R12_04_LTN,2017,5,receive,1457190,37:44.9,D_MMA
R12_04_LTN,2014,2,expense,1456000,00:40.2,D_YYS
R12_04_LTN,2014,3,expense,1456000,24:56.8,D_DNS
R12_04_LTN,2014,6,receive,1449480,15:51.9,D_DNS
R12_04_LTN,2015,5,receive,1440000,47:16.0,D_SSM
R12_04_LTN,2013,5,expense,1439129,21:17.5,D_DNS
R12_04_LTN,2013,4,expense,1437322.58,21:01.7,D_DNS
R12_04_LTN,2013,6,expense,1436000,26:40.2,D_DNS
R12_04_LTN,2015,12,receive,1430000,27:18.2,D_SSM
R12_04_LTN,2014,1,expense,1429225.79,14:04.3,D_DNS
R12_04_LTN,2013,11,expense,1417000,38:07.6,D_DNS
R12_04_LTN,2013,12,expense,1417000,35:15.5,D_DNS4
R12_04_LTN,2013,10,expense,1417000,37:41.8,D_DNS
R12_04_LTN,2015,6,receive,1413000,11:07.3,D_SSM
R12_04_LTN,2015,6,receive,1387221,11:07.3,D_SSM
R12_04_LTN,2015,7,receive,1387200.49,13:51.7,D_SSM
R12_04_LTN,2015,7,receive,1387200.49,13:51.7,D_SSM
R12_04_LTN,2013,10,receive,1372599,37:41.8,D_DNS
R12_04_LTN,2016,6,receive,1371689,26:23.7,D_MMA
R12_04_LTN,2013,7,expense,1356322.54,27:57.6,D_DNS
R12_04_LTN,2017,5,receive,1330000,37:44.9,D_MMA
R12_04_LTN,2015,6,receive,1300000,11:07.3,D_SSM
R12_04_LTN,2015,7,receive,1290715,13:51.7,D_SSM
R12_04_LTN,2013,9,receive,1288358.97,37:22.8,D_DNS
R12_04_LTN,2015,11,receive,1272609,26:49.5,D_SSM
R12_04_LTN,2015,3,receive,1252699,32:10.3,D_DNS
R12_04_LTN,2016,12,receive,1250000,07:48.5,D_MMA
R12_04_LTN,2016,10,receive,1250000,59:46.8,D_MMA
R12_04_LTN,2015,5,receive,1229588,47:16.0,D_SSM
R12_04_LTN,2016,8,receive,1229195,43:35.4,D_MMA
R12_04_LTN,2013,8,receive,1217923.55,31:53.2,D_DNS
R12_04_LTN,2014,2,receive,1200476,00:40.2,D_YYS
R12_04_LTN,2016,9,receive,1200000,15:23.9,D_MMA
R12_04_LTN,2015,3,receive,1200000,32:10.3,D_DNS
R12_04_LTN,2015,12,receive,1200000,27:18.2,D_SSM
R12_04_LTN,2015,10,receive,1200000,24:30.7,D_SSM
R12_04_LTN,2013,8,expense,1179967.74,31:53.2,D_DNS
R12_04_LTN,2014,8,receive,1170000,25:22.8,D_DNS
R12_04_LTN,2014,5,receive,1161000,15:32.3,D_DNS
R12_04_LTN,2014,1,receive,1151572,14:04.3,D_DNS
R12_04_LTN,2015,8,receive,1151500,18:09.1,D_SSM
R12_04_LTN,2017,5,receive,1142857,37:44.9,D_MMA
R12_04_LTN,2017,4,receive,1140000,09:45.8,D_MMA
R12_04_LTN,2015,6,receive,1137017,11:07.3,D_SSM
R12_04_LTN,2013,6,receive,1132000,26:40.2,D_DNS
R12_04_LTN,2013,11,receive,1129380,38:07.6,D_DNS
R12_04_LTN,2013,9,expense,1123000,37:22.8,D_DNS
R12_04_LTN,2014,8,receive,1120000,25:22.8,D_DNS
R12_04_LTN,2017,4,receive,1119553,09:45.8,D_MMA
R12_04_LTN,2017,4,receive,1119553,09:45.8,D_MMA
R12_04_LTN,2015,1,receive,1116278,38:28.3,D_DNS
R12_04_LTN,2013,8,receive,1090880,31:53.2,D_DNS
R12_04_LTN,2016,7,receive,1085471,54:56.4,D_MMA
R12_04_LTN,2016,7,receive,1085471,54:56.4,D_MMA
R12_04_LTN,2016,7,receive,1057143,54:56.4,D_MMA
R12_04_LTN,2014,2,receive,1050000,00:40.2,D_YYS
R12_04_LTN,2013,10,receive,1019485,37:41.8,D_DNS
R12_04_LTN,2014,3,receive,1000000,24:56.8,D_DNS
R12_04_LTN,2013,5,receive,1000000,21:17.5,D_DNS
R12_04_LTN,2014,10,receive,1000000,26:19.7,D_DNS
R12_04_LTN,2016,6,receive,1000000,26:23.7,D_MMA
R12_04_LTN,2016,5,receive,1000000,24:36.5,D_MMA
R12_04_LTN,2017,3,receive,1000000,40:54.9,D_MMA
R12_04_LTN,2014,12,receive,988095,01:22.6,D_DNS
R12_04_LTN,2013,5,receive,975820.24,21:17.5,D_DNS
R12_04_LTN,2016,5,receive,967348,24:36.5,D_MMA
R12_04_LTN,2015,9,receive,961904,18:41.2,D_SSM
R12_04_LTN,2014,9,receive,959680,07:55.5,D_DNS
R12_04_LTN,2016,11,receive,953000,59:41.9,D_MMA
R12_04_LTN,2013,7,receive,939400,27:57.6,D_DNS
R12_04_LTN,2014,10,receive,928571,26:19.7,D_DNS
R12_04_LTN,2014,3,receive,909600,24:56.8,D_DNS
R12_04_LTN,2016,5,receive,907000,24:36.5,D_MMA
R12_04_LTN,2014,12,receive,904364,01:22.6,D_DNS
R12_04_LTN,2014,7,receive,895000,22:28.9,D_DNS
R12_04_LTN,2013,9,receive,894000,37:22.8,D_DNS
R12_04_LTN,2017,4,receive,889563,09:45.8,D_MMA
R12_04_LTN,2016,7,receive,875000,54:56.4,D_MMA
R12_04_LTN,2014,12,receive,873120,01:22.6,D_DNS
R12_04_LTN,2015,8,receive,870921,18:09.1,D_SSM
R12_04_LTN,2013,12,receive,870000,35:15.5,D_DNS4
R12_04_LTN,2015,10,receive,854888,24:30.7,D_SSM
R12_04_LTN,2014,10,receive,850000,26:19.7,D_DNS
R12_04_LTN,2016,8,receive,815269,43:35.4,D_MMA
R12_04_LTN,2014,8,receive,810527,25:22.8,D_DNS
R12_04_LTN,2017,1,receive,810000,24:56.2,D_MMA
R12_04_LTN,2016,12,receive,801088,07:48.5,D_MMA
R12_04_LTN,2016,3,receive,793280,04:04.2,D_SSM
R12_04_LTN,2014,10,receive,788570,26:19.7,D_DNS
R12_04_LTN,2013,6,receive,778963.19,26:40.2,D_DNS
R12_04_LTN,2015,11,receive,775000,26:49.5,D_SSM
R12_04_LTN,2013,7,receive,765915,27:57.6,D_DNS
R12_04_LTN,2014,4,receive,765000,15:12.3,D_DNS
R12_04_LTN,2014,3,receive,750000,24:56.8,D_DNS
R12_04_LTN,2013,5,receive,737215,21:17.5,D_DNS
R12_04_LTN,2014,11,receive,729773,26:18.1,D_DNS
R12_04_LTN,2017,5,receive,728604,37:44.9,D_MMA
R12_04_LTN,2013,4,receive,720000,21:01.7,D_DNS
R12_04_LTN,2015,12,receive,715000,27:18.2,D_SSM
R12_04_LTN,2016,11,receive,700481,59:41.9,D_MMA
R12_04_LTN,2014,9,receive,700000,07:55.5,D_DNS
R12_04_LTN,2014,10,receive,688692.96,26:19.7,D_DNS
R12_04_LTN,2013,8,receive,680000,31:53.2,D_DNS
R12_04_LTN,2015,4,receive,677202,46:47.4,D_SSM
R12_04_LTN,2016,6,receive,675000,26:23.7,D_MMA
R12_04_LTN,2014,3,receive,670000,24:56.8,D_DNS
R12_04_LTN,2015,4,receive,669432,46:47.4,D_SSM
R12_04_LTN,2015,4,receive,669432,46:47.4,D_SSM
R12_04_LTN,2014,2,receive,668277.04,00:40.2,D_YYS
R12_04_LTN,2016,7,receive,666095,54:56.4,D_MMA
R12_04_LTN,2015,5,receive,660146,47:16.0,D_SSM
R12_04_LTN,2015,5,receive,660146,47:16.0,D_SSM
R12_04_LTN,2016,10,receive,660000,59:46.8,D_MMA
R12_04_LTN,2016,5,receive,649235,24:36.5,D_MMA
R12_04_LTN,2014,6,expense,630000,15:51.9,D_DNS
R12_04_LTN,2014,7,expense,626129.03,22:28.9,D_DNS
R12_04_LTN,2014,8,expense,600000,25:22.8,D_DNS
R12_04_LTN,2017,1,receive,600000,24:56.2,D_MMA
R12_04_LTN,2017,6,receive,600000,54:05.4,D_EKTW
R12_04_LTN,2017,2,receive,600000,04:47.0,D_MMA
R12_04_LTN,2016,6,receive,591963.02,26:23.7,D_MMA
R12_04_LTN,2013,12,receive,590000,35:15.5,D_DNS4
R12_04_LTN,2014,10,expense,570000,26:19.7,D_DNS
R12_04_LTN,2014,11,expense,570000,26:18.1,D_DNS
R12_04_LTN,2014,12,expense,570000,01:22.6,D_DNS
R12_04_LTN,2015,1,expense,570000,38:28.3,D_DNS
R12_04_LTN,2015,2,expense,570000,08:47.9,D_DNS
R12_04_LTN,2014,4,receive,566628.98,15:12.3,D_DNS
R12_04_LTN,2015,3,expense,564193.55,32:10.3,D_DNS
R12_04_LTN,2017,3,receive,562000,40:54.9,D_MMA
R12_04_LTN,2013,10,receive,561904,37:41.8,D_DNS
R12_04_LTN,2014,1,receive,560000,14:04.3,D_DNS
R12_04_LTN,2014,3,expense,560000,24:56.8,D_DNS
R12_04_LTN,2015,3,receive,560000,32:10.3,D_DNS
R12_04_LTN,2014,5,expense,557419.35,15:32.3,D_DNS
R12_04_LTN,2014,1,receive,556191,14:04.3,D_DNS
R12_04_LTN,2015,6,receive,550000,11:07.3,D_SSM
R12_04_LTN,2013,11,receive,546500,38:07.6,D_DNS
R12_04_LTN,2013,10,receive,545040,37:41.8,D_DNS
R12_04_LTN,2013,10,expense,540000,37:41.8,D_DNS
R12_04_LTN,2013,12,expense,540000,35:15.5,D_DNS4
R12_04_LTN,2013,11,expense,540000,38:07.6,D_DNS
R12_04_LTN,2014,2,expense,540000,00:40.2,D_YYS
R12_04_LTN,2014,1,expense,540000,14:04.3,D_DNS
R12_04_LTN,2013,4,expense,540000,21:01.7,D_DNS
R12_04_LTN,2013,6,expense,540000,26:40.2,D_DNS
R12_04_LTN,2013,5,expense,540000,21:17.5,D_DNS
R12_04_LTN,2014,3,expense,540000,24:56.8,D_DNS
R12_04_LTN,2014,4,expense,540000,15:12.3,D_DNS
R12_04_LTN,2014,9,expense,540000,07:55.5,D_DNS
R12_04_LTN,2013,9,receive,534970,37:22.8,D_DNS
R12_04_LTN,2016,12,receive,530000,07:48.5,D_MMA
R12_04_LTN,2015,3,receive,523810,32:10.3,D_DNS
R12_04_LTN,2013,7,expense,521612.9,27:57.6,D_DNS
R12_04_LTN,2016,1,receive,515000,27:44.3,D_SSM
R12_04_LTN,2015,4,receive,506278,46:47.4,D_SSM
R12_04_LTN,2013,8,receive,501229,31:53.2,D_DNS
R12_04_LTN,2013,11,receive,500000,38:07.6,D_DNS
R12_04_LTN,2013,11,receive,490000,38:07.6,D_DNS
R12_04_LTN,2015,4,receive,486125,46:47.4,D_SSM
R12_04_LTN,2016,2,receive,476595.67,28:13.5,D_SSM
R12_04_LTN,2015,3,expense,472152.84,32:10.3,D_DNS
R12_04_LTN,2015,1,receive,471500,38:28.3,D_DNS
R12_04_LTN,2015,11,receive,465260,26:49.5,D_SSM
R12_04_LTN,2016,11,receive,459500,59:41.9,D_MMA
R12_04_LTN,2014,11,receive,454524,26:18.1,D_DNS
R12_04_LTN,2014,3,receive,451273,24:56.8,D_DNS
R12_04_LTN,2013,10,receive,450000,37:41.8,D_DNS
R12_04_LTN,2013,8,expense,450000,31:53.2,D_DNS
R12_04_LTN,2014,8,receive,446542.64,25:22.8,D_DNS
R12_04_LTN,2014,9,receive,445238,07:55.5,D_DNS
R12_04_LTN,2014,12,receive,445000,01:22.6,D_DNS
R12_04_LTN,2014,5,receive,441566,15:32.3,D_DNS
R12_04_LTN,2016,1,expense,434900,27:44.3,D_SSM
R12_04_LTN,2017,4,receive,430000,09:45.8,D_MMA
R12_04_LTN,2015,10,receive,426703,24:30.7,D_SSM
R12_04_LTN,2017,1,receive,423000,24:56.2,D_MMA
R12_04_LTN,2017,3,receive,421740,40:54.9,D_MMA
R12_04_LTN,2013,9,expense,420000,37:22.8,D_DNS
R12_04_LTN,2013,7,receive,418000,27:57.6,D_DNS
R12_04_LTN,2014,8,receive,413429,25:22.8,D_DNS
R12_04_LTN,2016,12,receive,410000,07:48.5,D_MMA
R12_04_LTN,2013,12,receive,405000,35:15.5,D_DNS4
R12_04_LTN,2016,7,receive,399886,54:56.4,D_MMA
R12_04_LTN,2015,5,receive,395592,47:16.0,D_SSM
R12_04_LTN,2015,9,receive,391559.11,18:41.2,D_SSM
R12_04_LTN,2016,9,receive,378400,15:23.9,D_MMA
R12_04_LTN,2014,2,receive,376191,00:40.2,D_YYS
R12_04_LTN,2014,11,receive,367000,26:18.1,D_DNS
R12_04_LTN,2015,11,expense,351700,26:49.5,D_SSM
R12_04_LTN,2013,4,receive,350000,21:01.7,D_DNS
R12_04_LTN,2017,3,expense,350000,40:54.9,D_MMA
R12_04_LTN,2016,9,receive,347500,15:23.9,D_MMA
R12_04_LTN,2015,11,receive,347084.67,26:49.5,D_SSM
R12_04_LTN,2016,8,receive,345000,43:35.4,D_MMA
R12_04_LTN,2015,6,receive,334063.78,11:07.3,D_SSM
R12_04_LTN,2017,1,receive,330001,24:56.2,D_MMA
R12_04_LTN,2016,5,receive,328518,24:36.5,D_MMA
R12_04_LTN,2016,5,receive,328518,24:36.5,D_MMA
R12_04_LTN,2013,4,receive,325000,21:01.7,D_DNS
R12_04_LTN,2015,6,receive,315000,11:07.3,D_SSM
R12_04_LTN,2017,5,receive,310569,37:44.9,D_MMA
R12_04_LTN,2015,4,receive,302619,46:47.4,D_SSM
R12_04_LTN,2014,7,receive,300000,22:28.9,D_DNS
R12_04_LTN,2014,5,receive,300000,15:32.3,D_DNS
R12_04_LTN,2017,6,receive,300000,54:05.4,D_EKTW
R12_04_LTN,2014,4,receive,297000,15:12.3,D_DNS
R12_04_LTN,2013,7,receive,295924,27:57.6,D_DNS
R12_04_LTN,2014,7,receive,290000,22:28.9,D_DNS
R12_04_LTN,2014,1,receive,281380,14:04.3,D_DNS
R12_04_LTN,2015,9,expense,275600,18:41.2,D_SSM
R12_04_LTN,2013,12,receive,274560,35:15.5,D_DNS4
R12_04_LTN,2013,12,receive,270000,35:15.5,D_DNS4
R12_04_LTN,2016,2,expense,262500,28:13.5,D_SSM
R12_04_LTN,2015,8,receive,254416,18:09.1,D_SSM
R12_04_LTN,2015,2,receive,253717.5,08:47.9,D_DNS
R12_04_LTN,2017,1,expense,250000,24:56.2,D_MMA
R12_04_LTN,2014,9,receive,248952,07:55.5,D_DNS
R12_04_LTN,2016,6,receive,247857,26:23.7,D_MMA
R12_04_LTN,2013,9,receive,245000,37:22.8,D_DNS
R12_04_LTN,2015,6,receive,238000,11:07.3,D_SSM
R12_04_LTN,2014,5,receive,231000,15:32.3,D_DNS
R12_04_LTN,2014,8,receive,230000,25:22.8,D_DNS
R12_04_LTN,2013,11,receive,226482.49,38:07.6,D_DNS
R12_04_LTN,2015,2,receive,220000,08:47.9,D_DNS
R12_04_LTN,2014,4,receive,219899,15:12.3,D_DNS
R12_04_LTN,2017,3,expense,210452,40:54.9,D_MMA
R12_04_LTN,2015,3,receive,210000,32:10.3,D_DNS
R12_04_LTN,2016,1,receive,210000,27:44.3,D_SSM
R12_04_LTN,2013,6,receive,209000,26:40.2,D_DNS
R12_04_LTN,2017,6,receive,207556,54:05.4,D_EKTW
R12_04_LTN,2015,7,receive,206597.4,13:51.7,D_SSM
R12_04_LTN,2017,5,receive,206000,37:44.9,D_MMA
R12_04_LTN,2014,6,receive,205262,15:51.9,D_DNS
R12_04_LTN,2013,4,receive,204285,21:01.7,D_DNS
R12_04_LTN,2016,8,receive,203100,43:35.4,D_MMA
R12_04_LTN,2016,9,receive,201778,15:23.9,D_MMA
R12_04_LTN,2017,6,receive,200915,54:05.4,D_EKTW
R12_04_LTN,2016,10,receive,200548,59:46.8,D_MMA
R12_04_LTN,2016,3,receive,200315,04:04.2,D_SSM
R12_04_LTN,2016,8,receive,200000,43:35.4,D_MMA
R12_04_LTN,2016,11,receive,200000,59:41.9,D_MMA
R12_04_LTN,2015,10,receive,200000,24:30.7,D_SSM
R12_04_LTN,2014,6,receive,200000,15:51.9,D_DNS
R12_04_LTN,2017,6,receive,200000,54:05.4,D_EKTW
R12_04_LTN,2017,6,receive,200000,54:05.4,D_EKTW
R12_04_LTN,2017,2,expense,200000,04:47.0,D_MMA
R12_04_LTN,2016,6,receive,190000,26:23.7,D_MMA
R12_04_LTN,2016,10,receive,185000,59:46.8,D_MMA
R12_04_LTN,2017,6,expense,181800,54:05.4,D_EKTW
R12_04_LTN,2014,5,receive,176000,15:32.3,D_DNS
R12_04_LTN,2013,10,receive,176000,37:41.8,D_DNS
R12_04_LTN,2016,3,expense,175500,04:04.2,D_SSM
R12_04_LTN,2013,11,receive,173690,38:07.6,D_DNS
R12_04_LTN,2017,5,receive,171802.19,37:44.9,D_MMA
R12_04_LTN,2017,5,receive,171802.19,37:44.9,D_MMA
R12_04_LTN,2015,9,receive,170000,18:41.2,D_SSM
R12_04_LTN,2016,3,expense,169450,04:04.2,D_SSM
R12_04_LTN,2016,9,expense,164250,15:23.9,D_MMA
R12_04_LTN,2015,3,expense,157050,32:10.3,D_DNS
R12_04_LTN,2014,3,expense,156300,24:56.8,D_DNS
R12_04_LTN,2013,9,receive,155216,37:22.8,D_DNS
R12_04_LTN,2014,8,receive,150000,25:22.8,D_DNS
R12_04_LTN,2014,11,receive,150000,26:18.1,D_DNS
R12_04_LTN,2015,8,receive,150000,18:09.1,D_SSM
R12_04_LTN,2015,11,receive,150000,26:49.5,D_SSM
R12_04_LTN,2016,5,receive,150000,24:36.5,D_MMA
R12_04_LTN,2016,2,receive,150000,28:13.5,D_SSM
R12_04_LTN,2013,4,receive,145000,21:01.7,D_DNS
R12_04_LTN,2015,1,receive,143804,38:28.3,D_DNS
R12_04_LTN,2016,3,receive,142780,04:04.2,D_SSM
R12_04_LTN,2014,3,expense,141400,24:56.8,D_DNS
R12_04_LTN,2013,6,receive,140000,26:40.2,D_DNS
R12_04_LTN,2013,7,receive,140000,27:57.6,D_DNS
R12_04_LTN,2013,10,expense,133800,37:41.8,D_DNS
R12_04_LTN,2015,7,receive,133333,13:51.7,D_SSM
R12_04_LTN,2015,12,receive,130788,27:18.2,D_SSM
R12_04_LTN,2016,3,receive,130788,04:04.2,D_SSM
R12_04_LTN,2013,11,receive,130000,38:07.6,D_DNS
R12_04_LTN,2013,9,receive,130000,37:22.8,D_DNS
R12_04_LTN,2013,9,expense,128400,37:22.8,D_DNS
R12_04_LTN,2016,1,receive,126940,27:44.3,D_SSM
R12_04_LTN,2017,3,expense,126400,40:54.9,D_MMA
R12_04_LTN,2013,11,receive,122965,38:07.6,D_DNS
R12_04_LTN,2013,6,receive,120000,26:40.2,D_DNS
R12_04_LTN,2014,4,receive,120000,15:12.3,D_DNS
R12_04_LTN,2013,7,receive,119155,27:57.6,D_DNS
R12_04_LTN,2013,8,expense,118800,31:53.2,D_DNS
R12_04_LTN,2016,6,receive,118000,26:23.7,D_MMA
R12_04_LTN,2013,7,expense,113400,27:57.6,D_DNS
R12_04_LTN,2013,5,expense,113400,21:17.5,D_DNS
R12_04_LTN,2013,12,expense,113400,35:15.5,D_DNS4
R12_04_LTN,2015,9,receive,113071.6,18:41.2,D_SSM
R12_04_LTN,2013,6,receive,110000,26:40.2,D_DNS
R12_04_LTN,2013,6,expense,108000,26:40.2,D_DNS
R12_04_LTN,2013,11,expense,108000,38:07.6,D_DNS
R12_04_LTN,2014,3,expense,108000,24:56.8,D_DNS
R12_04_LTN,2015,3,expense,108000,32:10.3,D_DNS
R12_04_LTN,2015,2,expense,106860,08:47.9,D_DNS
R12_04_LTN,2013,9,expense,102100,37:22.8,D_DNS
R12_04_LTN,2013,10,receive,100000,37:41.8,D_DNS
R12_04_LTN,2013,9,receive,100000,37:22.8,D_DNS
R12_04_LTN,2014,8,receive,100000,25:22.8,D_DNS
